title,occupation_code,occupation_family,occupation_family_id,description,technology_skills,salary_median,abilities,url
Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel', 'Perl']",$22.38,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-3053.00
"Precision Instrument and Equipment Repairers, All Other",49-9069.00,"Installation, Maintenance, and Repair",49,,"['R', 'Go']",$32.25,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-9069.00
"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,"Installation, Maintenance, and Repair",49,"Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.","['R', 'Go', 'Rust', 'React', 'AWS', 'Git', 'Excel', 'Perl']",$30.86,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-2021.00
Rail Car Repairers,49-3043.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Excel', 'Perl']",$31.58,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Test units for operability before and after repairs.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-3043.00
"Refractory Materials Repairers, Except Brickmasons",49-9045.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel', 'Perl']",$28.15,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-9045.00
Security and Fire Alarm Systems Installers,49-2098.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel', 'Perl']",$28.51,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-2098.00
Signal and Track Switch Repairers,49-9097.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Excel', 'Perl']",$40.19,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-9097.00
"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Excel', 'Perl']",$30.11,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-2022.00
Telecommunications Line Installers and Repairers,49-9052.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'AWS', 'Excel', 'Perl']",$33.90,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-9052.00
Tire Repairers and Changers,49-3093.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel']",$17.85,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-3093.00
Watch and Clock Repairers,49-9064.00,"Installation, Maintenance, and Repair",49,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'AWS', 'Excel', 'Perl']",$29.18,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/49-9064.00
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel']",$29.65,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-2011.00
Chemical Equipment Operators and Tenders,51-9011.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Git', 'Excel', 'Perl']",$27.45,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-9011.00
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Git', 'Excel', 'Perl']",$19.93,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-9192.00
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'AWS', 'Excel', 'Perl']",$22.88,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-9124.00
Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Git', 'Excel', 'Perl']",$19.31,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-9193.00
Electrical and Electronic Equipment Assemblers,51-2022.00,Production,51,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'AWS', 'Excel', 'Perl']",$21.17,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/51-2022.00
